"2023-04-14T09:54:43.610Z","SYS","Session logging started.",""
"2023-04-14T09:54:43.611Z","EVSE","Session Started: EVConnected",""
"2023-04-14T09:54:44.613Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T09:54:44.943Z","EVSE","Change HLC Limits: 10000W/25A, target_voltage 0, hack_bpt false",""
"2023-04-14T09:54:45.093Z","EVSE","EIM Authorization received",""
"2023-04-14T09:54:45.094Z","EVSE","Transaction Started (0 kWh)",""
"2023-04-14T09:54:45.096Z","EVSE","DC mode. We are in 5percent mode so we can continue without further action.",""
"2023-04-14T09:54:45.147Z","EVSE","Charger state: Wait for Auth->PrepareCharging",""
"2023-04-14T09:54:45.343Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T09:54:54.004Z","CAR","V2G SupportedAppProtocolReq","{
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3765
                },
                "EVSEVoltageLimitAchieved": false,
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:11.626Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:11.699Z","EVSE","DC power supply OFF",""
"2023-04-14T09:55:11.814Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3698
                },
                "EVSEVoltageLimitAchieved": false,
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:11.978Z","CAR","V2G PowerDeliveryReq","{
    "V2G_Message": {
        "Body": {
            "PowerDeliveryReq": {
                "DC_EVPowerDeliveryParameter": {
                    "ChargingComplete": false,
                    "DC_EVStatus": {
                        "EVErrorCode": "NO_ERROR",
                        "EVRESSSOC": 76,
                        "EVReady": true
                    }
                },
                "ReadyToChargeState": false
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:12.019Z","EVSE","DC power supply OFF",""
"2023-04-14T09:55:12.113Z","EVSE","DC power supply OFF",""
"2023-04-14T09:55:12.237Z","CAR","Event CarRequestedStopPower",""
"2023-04-14T09:55:12.247Z","EVSE","Event PowerOff",""
"2023-04-14T09:55:12.331Z","EVSE","V2G PowerDeliveryRes","{
    "V2G_Message": {
        "Body": {
            "PowerDeliveryRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:12.974Z","EVSE","Change HLC Limits: 0W/0A, target_voltage 413, hack_bpt false",""
"2023-04-14T09:55:13.041Z","CAR","V2G WeldingDetectionReq","{
    "V2G_Message": {
        "Body": {
            "WeldingDetectionReq": {
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": false
                }
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:13.186Z","EVSE","V2G WeldingDetectionRes","{
    "V2G_Message": {
        "Body": {
            "WeldingDetectionRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -2,
                    "Unit": "V",
                    "Value": 14587
                },
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:13.392Z","CAR","V2G SessionStopReq","{
    "V2G_Message": {
        "Body": {
            "SessionStopReq": {}
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:13.525Z","EVSE","V2G SessionStopRes","{
    "V2G_Message": {
        "Body": {
            "SessionStopRes": {
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "383C1F0C06B856C5"
        }
    }
}"
"2023-04-14T09:55:17.967Z","CAR","Event CarRequestedStopPower",""
"2023-04-14T09:55:18.218Z","CAR","Event CarUnplugged",""
"2023-04-14T09:55:18.228Z","EVSE","SLAC UNMATCHED",""
"2023-04-14T09:55:18.239Z","EVSE","Charger state: StoppingCharging->Finished",""
"2023-04-14T09:55:18.240Z","EVSE","Session Finished",""
"2023-04-14T09:55:18.241Z","SYS","Session logging stopped.",""
