"2023-04-14T09:56:00.969Z","SYS","Session logging started.",""
"2023-04-14T09:56:00.970Z","EVSE","Session Started: EVConnected",""
"2023-04-14T09:56:01.972Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T09:56:02.170Z","EVSE","Change HLC Limits: 10000W/25A, target_voltage 0, hack_bpt false",""
"2023-04-14T09:56:02.320Z","EVSE","EIM Authorization received",""
"2023-04-14T09:56:02.321Z","EVSE","Transaction Started (0 kWh)",""
"2023-04-14T09:56:02.323Z","EVSE","DC mode. We are in 5percent mode so we can continue without further action.",""
"2023-04-14T09:56:02.373Z","EVSE","Charger state: Wait for Auth->PrepareCharging",""
"2023-04-14T09:56:02.513Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-14T09:56:11.146Z","CAR","V2G SupportedAppProtocolReq","{
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3796
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466186
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:27.276Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:27.278Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:27.453Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3753
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466187
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:27.891Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:28.023Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3784
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466187
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:28.263Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:28.304Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:28.440Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3741
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466187
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:28.727Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:28.886Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3753
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466188
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:29.154Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:29.273Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:29.363Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3747
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466188
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:29.667Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:29.794Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3778
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466189
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:30.031Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:30.108Z","EVSE","Transaction Finished: Local (0 kWh)",""
"2023-04-14T09:56:30.143Z","EVSE","Charger state: Charging->StoppingCharging",""
"2023-04-14T09:56:30.143Z","EVSE","DC power supply OFF",""
"2023-04-14T09:56:30.275Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-14T09:56:30.275Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3735
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466189
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:30.493Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:30.568Z","EVSE","DC power supply OFF",""
"2023-04-14T09:56:30.701Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3790
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466190
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:30.948Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3500
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 241
                },
                "EVTargetVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4130
                },
                "RemainingTimeToBulkSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 0
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 1,
                    "Unit": "s",
                    "Value": 720
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:31.041Z","EVSE","DC power supply OFF",""
"2023-04-14T09:56:31.127Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2421
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 1250
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": 0,
                    "Unit": "A",
                    "Value": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 3778
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "UMWC_POWERMETER",
                    "MeterReading": 0,
                    "TMeter": 1681466190
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:31.270Z","CAR","V2G PowerDeliveryReq","{
    "V2G_Message": {
        "Body": {
            "PowerDeliveryReq": {
                "ChargeProgress": "Stop",
                "ChargingProfile": {
                    "ProfileEntry": [
                        {
                            "ChargingProfileEntryMaxPower": {
                                "Multiplier": 2,
                                "Unit": "W",
                                "Value": 110
                            },
                            "ChargingProfileEntryStart": 0
                        }
                    ]
                },
                "DC_EVPowerDeliveryParameter": {
                    "ChargingComplete": false,
                    "DC_EVStatus": {
                        "EVErrorCode": "NO_ERROR",
                        "EVRESSSOC": 76,
                        "EVReady": true
                    }
                },
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:31.302Z","EVSE","DC power supply OFF",""
"2023-04-14T09:56:31.407Z","EVSE","DC power supply OFF",""
"2023-04-14T09:56:31.560Z","CAR","Event CarRequestedStopPower",""
"2023-04-14T09:56:31.570Z","EVSE","Event PowerOff",""
"2023-04-14T09:56:31.644Z","EVSE","V2G PowerDeliveryRes","{
    "V2G_Message": {
        "Body": {
            "PowerDeliveryRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:32.052Z","EVSE","Change HLC Limits: 0W/0A, target_voltage 413, hack_bpt false",""
"2023-04-14T09:56:32.332Z","CAR","V2G WeldingDetectionReq","{
    "V2G_Message": {
        "Body": {
            "WeldingDetectionReq": {
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 76,
                    "EVReady": false
                }
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:32.478Z","EVSE","V2G WeldingDetectionRes","{
    "V2G_Message": {
        "Body": {
            "WeldingDetectionRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "StopCharging",
                    "EVSEStatusCode": "EVSE_Shutdown",
                    "NotificationMaxDelay": 0
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -2,
                    "Unit": "V",
                    "Value": 18188
                },
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:32.673Z","CAR","V2G SessionStopReq","{
    "V2G_Message": {
        "Body": {
            "SessionStopReq": {
                "ChargingSession": "Terminate"
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:32.864Z","EVSE","V2G SessionStopRes","{
    "V2G_Message": {
        "Body": {
            "SessionStopRes": {
                "ResponseCode": "OK"
            }
        },
        "Header": {
            "SessionID": "EB389218544BBA10"
        }
    }
}"
"2023-04-14T09:56:36.495Z","CAR","Event CarRequestedStopPower",""
"2023-04-14T09:56:36.740Z","CAR","Event CarUnplugged",""
"2023-04-14T09:56:36.750Z","EVSE","SLAC UNMATCHED",""
"2023-04-14T09:56:36.762Z","EVSE","Charger state: StoppingCharging->Finished",""
"2023-04-14T09:56:36.763Z","EVSE","Session Finished",""
"2023-04-14T09:56:36.764Z","SYS","Session logging stopped.",""
